State,Code,Name,Type,Visitors
HI,HALE,Haleakala National Park,National Park,222800.0
CO,GRSA,Great Sand Dunes National Park,National Park,211300.0
CO,GRSA,Great Sand Dunes National Preserve,National Preserve,211300.0
AZ,CACH,Canyon de Chelly National Monument,National Monument,211100.0
WA,NOCA,North Cascades National Park,National Park,210800.0
GA,FOPU,Fort Pulaski National Monument,National Monument,210000.0
NM,BAND,Bandelier National Monument,National Monument,209500.0
TX,BIBE,Big Bend National Park,National Park,205000.0
UT,ARCH,Arches National Park,National Park,202100.0
TX,LYJO,Lyndon B. Johnson National Historical Park,National Historical Park,192100.0
WA,FOVA,Fort Vancouver National Historic Site,National Historic Site,185700.0
FL,FOMA,Fort Matanzas National Monument,National Monument,184000.0
NY,SARA,Saratoga National Historical Park,National Historical Park,182900.0
MD,GREE,Greenbelt Park,Other Designation,181900.0
SC,FOSU,Fort Sumter National Monument,National Monument,179100.0
OR,ORCA,Oregon Caves National Monument and Preserve,National Monument,178100.0
NY,SAHI,Sagamore Hill National Historic Site,National Historic Site,176200.0
PA,HOFU,Hopewell Furnace National Historic Site,National Historic Site,171200.0
CA,PINN,Pinnacles National Park,National Park,169200.0
IA,HEHO,Herbert Hoover National Historic Site,National Historic Site,166000.0
GA,FOFR,Fort Frederica National Monument,National Monument,157100.0
MN,PIPE,Pipestone National Monument,National Monument,156600.0
VA,GEWA,George Washington Birthplace National Monument,National Monument,151000.0
IN,LIBO,Lincoln Boyhood National Memorial,National Memorial,149000.0
WY,BICA,Bighorn Canyon National Recreation Area,National Recreation Area,141000.0
WA,NEPE,Nez Perce National Historical Park,National Historical Park,140900.0
WY,DETO,Devils Tower National Monument,National Monument,135800.0
WY,FOLA,Fort Laramie National Historic Site,National Historic Site,135800.0
FL,DESO,De Soto National Memorial,National Memorial,135500.0
VI,VIIS,Virgin Islands National Park,National Park,133700.0
AR,PERI,Pea Ridge National Military Park,National Military Park,133700.0
NE,SCBL,Scotts Bluff National Monument,National Monument,127700.0
AZ,WUPA,Wupatki National Monument,National Monument,123400.0
WA,LEWI,Lewis and Clark National Historical Park,National Historical Park,123000.0
TN,STRI,Stones River National Battlefield,National Battlefield,117200.0
AZ,CAGR,Casa Grande Ruins National Monument,National Monument,117100.0
UT,TICA,Timpanogos Cave National Monument,National Monument,111400.0
CA,LABE,Lava Beds National Monument,National Monument,110200.0
AZ,TUZI,Tuzigoot National Monument,National Monument,104900.0
WA,WHMI,Whitman Mission National Historic Site,National Historic Site,103800.0
OH,PEVI,Perry's Victory and International Peace Memorial,National Memorial,94900.0
IA,EFMO,Effigy Mounds National Monument,National Monument,93900.0
NY,GEGR,General Grant National Memorial,National Memorial,93700.0
NY,CACL,Castle Clinton National Monument,National Monument,88400.0
FL,FOCA,Fort Caroline National Memorial,National Memorial,85600.0
TX,FODA,Fort Davis National Historic Site,National Historic Site,82400.0
AR,FOSM,Fort Smith National Historic Site,National Historic Site,80600.0
CA,DEPO,Devils Postpile National Monument,National Monument,79800.0
NM,AZRU,Aztec Ruins National Monument,National Monument,74000.0
AR,ARPO,Arkansas Post National Memorial,National Memorial,73400.0
IN,GERO,George Rogers Clark National Historical Park,National Historical Park,72600.0
AL,HOBE,Horseshoe Bend National Military Park,National Military Park,70800.0
MI,GRPO,Grand Portage National Monument,National Monument,70600.0
AZ,HUTR,Hubbell Trading Post National Historic Site,National Historic Site,70200.0
AZ,TUMA,Tumacacori National Historical Park,National Historical Park,68700.0
AZ,WACA,Walnut Canyon National Monument,National Monument,68000.0
OH,HOCU,Hopewell Culture National Historical Park,National Historical Park,66400.0
SD,JECA,Jewel Cave National Monument,National Monument,65800.0
NM,CAVO,Capulin Volcano National Monument,National Monument,60900.0
NM,PECO,Pecos National Historical Park,National Historical Park,59400.0
VI,BUIS,Buck Island Reef National Monument,National Monument,59200.0
NJ,EDIS,Thomas Edison National Historical Park,National Historic Site,55900.0
NY,FEHA,Federal Hall National Memorial,National Memorial,55700.0
UT,CANY,Canyonlands National Park,National Park,55400.0
AZ,CHIR,Chiricahua National Monument,National Monument,54100.0
AZ,TONT,Tonto National Monument,National Monument,53700.0
PA,JOFL,Johnstown Flood National Memorial,National Memorial,52700.0
NC,MOCR,Moores Creek National Battlefield,National Battlefield,52500.0
AZ,ORPI,Organ Pipe Cactus National Monument,National Monument,52400.0
GA,OCMU,Ocmulgee National Monument,National Monument,51700.0
UT,GOSP,Golden Spike National Historic Site,National Historic Site,51400.0
MO,GWCA,George Washington Carver National Monument,National Monument,50700.0
UT,NABR,Natural Bridges National Monument,National Monument,48100.0
AZ,CORO,Coronado National Memorial,National Memorial,47300.0
TN,ANJO,Andrew Johnson National Historic Site,National Historic Site,46900.0
MD,HAMP,Hampton National Historic Site,National Historic Site,46800.0
MD,PISC,Piscataway Park,Other Designation,46000.0
AK,DENA,Denali National Park,National Park,44500.0
AK,DENA,Denali National Preserve,National Park,44500.0
NV,GRBA,Great Basin National Park,National Park,43500.0
UT,RABR,Rainbow Bridge National Monument,National Monument,41800.0
AK,SITK,Sitka National Historical Park,National Historical Park,41500.0
MT,BIHO,Big Hole National Battlefield,National Battlefield,40300.0
MO,WICR,Wilson's Creek National Battlefield,National Battlefield,40000.0
CA,REDW,Redwood National Park,National Park,34500.0
NM,GICL,Gila Cliff Dwellings National Monument,National Monument,34100.0
AZ,PISP,Pipe Spring National Monument,National Monument,33900.0
AZ,NAVA,Navajo National Monument,National Monument,33500.0
MA,JOFI,John Fitzgerald Kennedy National Historic Site,National Historic Site,32200.0
KS,FOLS,Fort Larned National Historic Site,National Historic Site,32100.0
NM,SAPU,Salinas Pueblo Missions National Monument,National Monument,31300.0
NM,CHCU,Chaco Culture National Historical Park,National Historical Park,29800.0
CO,BEOL,Bent's Old Fort National Historic Site,National Historic Site,28900.0
NM,ELMO,El Morro National Monument,National Monument,27300.0
TX,GUMO,Guadalupe Mountains National Park,National Park,27100.0
PA,ALPO,Allegheny Portage Railroad National Historic Site,National Historic Site,25900.0
VI,CHRI,Christiansted National Historic Site,National Historic Site,25800.0
CA,CHIS,Channel Islands National Park,National Park,24400.0
SC,COWP,Cowpens National Battlefield,National Battlefield,24100.0
VA,BOWA,Booker T. Washington National Monument,National Monument,23800.0
NE,HOME,Homestead National Monument of America,National Monument,22400.0
MA,SAIR,Saugus Iron Works National Historic Site,National Historic Site,20700.0
CA,JOMU,John Muir National Historic Site,National Historic Site,18600.0
AK,GLBA,Glacier Bay National Park,National Park,17900.0
AK,GLBA,Glacier Bay National Preserve,National Preserve,17900.0
AL,RUCA,Russell Cave National Monument,National Monument,17500.0
MI,ISRO,Isle Royale National Park,National Park,15900.0
NM,FOUN,Fort Union National Monument,National Monument,15200.0
MA,ADAM,Adams National Historical Park,National Historical Park,14500.0
UT,HOVE,Hovenweep National Monument,National Monument,12000.0
NH,SAGA,Saint-Gaudens National Historic Site,National Historic Site,11600.0
AK,KATM,Katmai National Park,National Park,9600.0
AK,KATM,Katmai National Preserve,National Preserve,9600.0
NE,AGFO,Agate Fossil Beds National Monument,National Monument,9000.0
NY,FOST,Fort Stanwix National Monument,National Monument,7400.0
NY,THRB,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,7100.0
NY,HAGR,Hamilton Grange National Memorial,National Memorial,4100.0
FL,DRTO,Dry Tortugas National Park,National Park,4000.0
DC,FRDO,Frederick Douglass National Historic Site,National Historic Site,3300.0
MS,BRCR,Brices Cross Roads National Battlefield Site,National Battlefield Site,2300.0
AZ,FOBO,Fort Bowie National Historic Site,National Historic Site,1700.0
TX,ALFL,Alibates Flint Quarries National Monument,National Monument,1400.0
MS,TUPE,Tupelo National Battlefield,National Battlefield,700.0
NC,BLRI,Blue Ridge Parkway,Parkway,12789700.0
MS,NATR,Natchez Trace Parkway,Parkway,11256100.0
DC,NACA,National Capital Parks,Park,9011800.0
VA,COLO,Colonial National Historical Park,National Historical Park,8721100.0
PA,GETT,Gettysburg National Military Park,National Military Park,6879400.0
NC,GRSM,Great Smoky Mountains National Park,National Park,6778500.0
NV,LAKE,Lake Mead National Recreation Area,National Recreation Area,4897100.0
MA,CACO,Cape Cod National Seashore,National Seashore,3987000.0
VA,GWMP,George Washington Memorial Parkway,National Parkway,3772600.0
WY,GRTE,Grand Teton National Park,National Park,3352500.0
VA,PETE,Petersburg National Battlefield,National Battlefield,2991200.0
DC,LINC,Lincoln Memorial,National Memorial,2782000.0
ME,ACAD,Acadia National Park,National Park,2776300.0
VA,SHEN,Shenandoah National Park,National Park,2411500.0
PA,INDE,Independence National Historical Park,National Historical Park,2382300.0
CO,ROMO,Rocky Mountain National Park,National Park,2357900.0
WY,YELL,Yellowstone National Park,National Park,2297300.0
WA,OLYM,Olympic National Park,National Park,2283100.0
CA,YOSE,Yosemite National Park,National Park,2277200.0
AZ,GRCA,Grand Canyon National Park,National Park,2258200.0
MO,OZAR,Ozark National Scenic Riverways,National Scenic Riverway,2096700.0
AR,HOSP,Hot Springs National Park,National Park,2092400.0
SD,MORU,Mount Rushmore National Memorial,National Memorial,1965700.0
WA,MORA,Mount Rainier National Park,National Park,1925100.0
GA,CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,1743200.0
KY,MACA,Mammoth Cave National Park,National Park,1726500.0
MD,ASIS,Assateague Island National Seashore,National Seashore,1648100.0
DC,WAMO,Washington Monument,National Memorial,1541600.0
DC,WHHO,White House,Other Designation,1388600.0
MO,JEFF,Jefferson National Expansion Memorial,National Memorial,1388600.0
SD,BADL,Badlands National Park,National Park,1303100.0
FL,EVER,Everglades National Park,National Park,1273500.0
CA,CABR,Cabrillo National Monument,National Monument,1256700.0
MT,GLAC,Glacier National Park,National Park,1241600.0
NC,CAHA,Cape Hatteras National Seashore,National Seashore,1227100.0
CA,WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,National Recreation Area,1164400.0
AZ,PEFO,Petrified Forest National Park,National Park,1151400.0
VA,FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park,1121500.0
WV,HAFE,Harpers Ferry National Historical Park,National Historical Park,1120900.0
NY,STLI,Statue Of Liberty National Monument,National Monument,1104900.0
CA,PORE,Point Reyes National Seashore,National Seashore,1089200.0
CA,KICA,Kings Canyon National Park,National Park,1019000.0
SD,WICA,Wind Cave National Park,National Park,997100.0
TN,FODO,Fort Donelson National Battlefield,National Battlefield,913400.0
UT,GLCA,Glen Canyon National Recreation Area,National Recreation Area,907500.0
UT,ZION,Zion National Park,National Park,903600.0
CA,SEQU,Sequoia National Park,National Park,875700.0
HI,HAVO,Hawai'i Volcanoes National Park,National Park,822300.0
PA,DEWA,Delaware Water Gap National Recreation Area,National Recreation Area,815300.0
CA,MUWO,Muir Woods National Monument,National Monument,733000.0
TX,PAIS,Padre Island National Seashore,National Seashore,721200.0
NM,CAVE,Carlsbad Caverns National Park,National Park,712700.0
ND,THRO,Theodore Roosevelt National Park,National Park,680000.0
TX,AMIS,Amistad National Recreation Area,National Recreation Area,678800.0
LA,VICK,Vicksburg National Military Park,National Military Park,660900.0
VA,MANA,Manassas National Battlefield Park,National Battlefield Park,658000.0
WA,LARO,Lake Roosevelt National Recreation Area,National Recreation Area,652900.0
CA,JOTR,Joshua Tree National Park,National Park,643000.0
MS,SHIL,Shiloh National Battlefield,National Battlefield,616400.0
MD,CATO,Catoctin Mountain Park,Other Designation,600500.0
CA,DEVA,Death Valley National Park,National Park,580500.0
MD,FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,569100.0
CO,CURE,Curecanti National Recreation Area,National Recreation Area,561900.0
MA,MIMA,Minute Man National Historical Park,National Historical Park,546700.0
OR,CRLA,Crater Lake National Park,National Park,535000.0
CO,MEVE,Mesa Verde National Park,National Park,527200.0
NC,GUCO,Guilford Courthouse National Military Park,National Military Park,518300.0
NM,WHSA,White Sands National Monument,National Monument,515100.0
FL,CASA,Castillo de San Marcos National Monument,National Monument,512200.0
WA,SAJH,San Juan Island National Historical Park,National Historical Park,510500.0
NC,WRBR,Wright Brothers National Memorial,National Memorial,489400.0
KY,ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,486600.0
CO,COLM,Colorado National Monument,National Monument,473100.0
CA,LAVO,Lassen Volcanic National Park,National Park,466600.0
DC,FOTH,Ford's Theatre National Historic Site,National Historic Site,459600.0
NY,FIIS,Fire Island National Seashore,National Seashore,438400.0
VA,RICH,Richmond National Battlefield Park,National Battlefield Park,424000.0
AZ,ORPI,Organ Pipe Cactus National Monument,National Monument,415400.0
DC,CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,408100.0
SC,KIMO,Kings Mountain National Military Park,National Military Park,401800.0
NJ,MORR,Morristown National Historical Park,National Historical Park,401000.0
VA,ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,388800.0
GA,KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,385600.0
CO,DINO,Dinosaur National Monument,National Monument,371400.0
AZ,MOCA,Montezuma Castle National Monument,National Monument,370900.0
AZ,CACH,Canyon de Chelly National Monument,National Monument,369100.0
AZ,SAGU,Saguaro National Park,National Park,351800.0
UT,BRCA,Bryce Canyon National Park,National Park,345900.0
VA,PRWI,Prince William Forest Park,Park,342700.0
